image_name,image_path,cam_num,shift,ref_excelente,ref_bom,ref_ruim,ref_pessimo,pred_label,ev_label_1,ev_label_2,ev_label_3,ev_label_4,ev_label_5
Cam - 323 - 07.10.2022 - 20h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 07.10.2022 - 20h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 04.10.22 - 16h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 04.10.22 - 16h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 08.10.2022 - 02h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 08.10.2022 - 02h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 07.10.2022 - 02h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 07.10.2022 - 02h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 05.10.2022 - 22h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 05.10.2022 - 22h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 04.10.22 - 12h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 04.10.22 - 12h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 08.10.2022 - 00h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 08.10.2022 - 00h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 05.10.2022 - 18h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 05.10.2022 - 18h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 07.10.2022 - 10h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 07.10.2022 - 10h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 11.10.2022 - 08h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 11.10.2022 - 08h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 11.10.2022 - 14h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 11.10.2022 - 14h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 06.10.2022 - 06h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 06.10.2022 - 06h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 11.10.2022 - 20h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 11.10.2022 - 20h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 05.10.2022 - 16h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 05.10.2022 - 16h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 08.10.2022 - 08h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 08.10.2022 - 08h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 09.10.202 - 20h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 09.10.202 - 20h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 07.10.2022 - 16h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 07.10.2022 - 16h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 08.10.2022 - 04h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 08.10.2022 - 04h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 07.10.2022 - 12h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 07.10.2022 - 12h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 07.10.2022 - 14h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 07.10.2022 - 14h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 06.10.2022 - 02h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 06.10.2022 - 02h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 11.10.2022 - 18h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 11.10.2022 - 18h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 06.10.2022 - 18h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 06.10.2022 - 18h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 03.10.2022 - 18hs.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 03.10.2022 - 18hs.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 05.10.2022 - 02h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 05.10.2022 - 02h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 03.10.2022 - 08hs.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 03.10.2022 - 08hs.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 05.10.2022 - 12h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 05.10.2022 - 12h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 03.10.2022 - 00hs.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 03.10.2022 - 00hs.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 10.10.2022 - 14h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 10.10.2022 - 14h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 08.10.2022 - 18h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 08.10.2022 - 18h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 05.10.2022 - 14h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 05.10.2022 - 14h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 10.10.2022 - 08h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 10.10.2022 - 08h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 03.10.2022 - 22hs.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 03.10.2022 - 22hs.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 10.10.2022 - 20h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 10.10.2022 - 20h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 03.10.2022 - 06hs.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 03.10.2022 - 06hs.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 09.10.202 - 12h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 09.10.202 - 12h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 08.10.2022 - 10h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 08.10.2022 - 10h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 05.10.2022 - 20h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 05.10.2022 - 20h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 04.10.22 - 18h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 04.10.22 - 18h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 10.10.2022 - 02h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 10.10.2022 - 02h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 05.10.2022 - 10h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 05.10.2022 - 10h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 07.10.2022 - 22h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 07.10.2022 - 22h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 04.10.2022 - 00hs.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 04.10.2022 - 00hs.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 10.10.2022 - 22h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 10.10.2022 - 22h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 07.10.2022 - 08h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 07.10.2022 - 08h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 05.10.2022 - 06h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 05.10.2022 - 06h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 10.10.2022 - 18h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 10.10.2022 - 18h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 08.10.2022 - 12h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 08.10.2022 - 12h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 06.10.2022 - 16h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 06.10.2022 - 16h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 10.10.2022 - 00h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 10.10.2022 - 00h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 06.10.2022 - 00h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 06.10.2022 - 00h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 06.10.2022 - 08h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 06.10.2022 - 08h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 08.10.2022 - 20h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 08.10.2022 - 20h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 11.10.2022 - 16h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 11.10.2022 - 16h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 06.10.2022 - 20h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 06.10.2022 - 20h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 08.10.2022 - 06h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 08.10.2022 - 06h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 04.10.22 - 10h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 04.10.22 - 10h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 09.10.202 - 08h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 09.10.202 - 08h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 11.10.2022 - 00h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 11.10.2022 - 00h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 09.10.202 - 04h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 09.10.202 - 04h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 11.10.2022 - 06h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 11.10.2022 - 06h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 09.10.202 - 16h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 09.10.202 - 16h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 03.10.2022 - 02hs.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 03.10.2022 - 02hs.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 10.10.2022 - 10h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 10.10.2022 - 10h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 09.10.202 - 02h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 09.10.202 - 02h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 11.10.2022 - 04h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 11.10.2022 - 04h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 04.10.22 - 04h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 04.10.22 - 04h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 07.10.2022 - 00h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 07.10.2022 - 00h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
Cam - 323 - 06.10.2022 - 12h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 06.10.2022 - 12h.jpg,cam_323,dia,/dataset_pecem/cam_323/Excelente/Imagem35.jpg,/dataset_pecem/cam_323/Bom/Imagem37.jpg,/dataset_pecem/cam_323/Ruim/Imagem39.jpg,/dataset_pecem/cam_323/Pessimo/Imagem41.jpg,,,,,,
Cam - 323 - 07.10.2022 - 04h.jpg,./dataset_pecem_merged/cam_323/Cam - 323 - 07.10.2022 - 04h.jpg,cam_323,noite,/dataset_pecem/cam_323/Excelente/Imagem36.jpg,/dataset_pecem/cam_323/Bom/Imagem38.jpg,/dataset_pecem/cam_323/Ruim/Imagem40.jpg,/dataset_pecem/cam_323/Pessimo/Imagem42.jpg,,,,,,
